q_id,group,method_label,score,accuracy,reasoning,hallucination,bim_insight,type,difficulty,retrieval_ms,latency_ms,n_retrieved,truncated,corpus
104,I,RAPTOR,,,,,,analytical_aggregation,Hard,216,4025,0,False,idp_only
104,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5685,10023,3,False,idp_only
104,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4207,8387,1,False,idp_only
105,I,RAPTOR,,,,,,multi_hop_topological,Expert,233,8475,0,False,idp_only
105,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6046,16054,2,False,idp_only
105,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,5394,16840,3,False,idp_only
106,I,RAPTOR,,,,,,multi_hop_topological,Expert,345,3590,0,False,idp_only
106,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5910,15450,3,False,idp_only
106,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4448,16983,4,False,idp_only
107,I,RAPTOR,,,,,,spatial_awareness,High,244,4918,2,False,idp_only
107,J,HyDE+Fusion,,,,,,spatial_awareness,High,6405,12390,1,False,idp_only
107,K,Corrective-RAG,,,,,,spatial_awareness,High,4643,8453,2,False,idp_only
108,I,RAPTOR,,,,,,analytical_aggregation,Hard,234,3273,0,False,idp_only
108,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,8906,21082,2,False,idp_only
108,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,7428,11404,3,False,idp_only
109,I,RAPTOR,,,,,,multi_hop_topological,Expert,276,3504,0,False,idp_only
109,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5762,12929,2,False,idp_only
109,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4198,13384,3,False,idp_only
110,I,RAPTOR,,,,,,spatial_awareness,High,275,5243,1,False,idp_only
110,J,HyDE+Fusion,,,,,,spatial_awareness,High,6371,10065,5,False,idp_only
110,K,Corrective-RAG,,,,,,spatial_awareness,High,4568,12113,1,False,idp_only
111,I,RAPTOR,,,,,,analytical_aggregation,Hard,394,5874,0,False,idp_only
111,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6291,15628,3,False,idp_only
111,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4475,15215,1,False,idp_only
112,I,RAPTOR,,,,,,multi_hop_topological,Expert,327,8316,0,False,idp_only
112,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6413,14932,5,False,idp_only
112,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7542,19501,5,False,idp_only
113,I,RAPTOR,,,,,,analytical_aggregation,Hard,278,8957,0,False,idp_only
113,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6058,15485,4,False,idp_only
113,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4179,14144,3,False,idp_only
114,I,RAPTOR,,,,,,spatial_awareness,High,238,5511,1,False,idp_only
114,J,HyDE+Fusion,,,,,,spatial_awareness,High,5890,12556,3,False,idp_only
114,K,Corrective-RAG,,,,,,spatial_awareness,High,2698,16639,1,False,idp_only
115,I,RAPTOR,,,,,,spatial_awareness,High,224,5068,1,False,idp_only
115,J,HyDE+Fusion,,,,,,spatial_awareness,High,5852,14328,4,False,idp_only
115,K,Corrective-RAG,,,,,,spatial_awareness,High,3875,13065,3,False,idp_only
116,I,RAPTOR,,,,,,spatial_awareness,High,240,7355,1,False,idp_only
116,J,HyDE+Fusion,,,,,,spatial_awareness,High,9341,21857,3,False,idp_only
116,K,Corrective-RAG,,,,,,spatial_awareness,High,7719,20532,3,False,idp_only
117,I,RAPTOR,,,,,,multi_hop_topological,Expert,335,8050,0,False,idp_only
117,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5989,9645,2,False,idp_only
117,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4352,15673,4,False,idp_only
118,I,RAPTOR,,,,,,spatial_awareness,High,256,5109,1,False,idp_only
118,J,HyDE+Fusion,,,,,,spatial_awareness,High,5681,17754,4,False,idp_only
118,K,Corrective-RAG,,,,,,spatial_awareness,High,4020,11692,3,False,idp_only
119,I,RAPTOR,,,,,,spatial_awareness,High,301,3731,1,False,idp_only
119,J,HyDE+Fusion,,,,,,spatial_awareness,High,6299,13113,3,False,idp_only
119,K,Corrective-RAG,,,,,,spatial_awareness,High,4225,13053,3,False,idp_only
120,I,RAPTOR,,,,,,analytical_aggregation,Hard,301,6348,0,False,idp_only
120,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,12266,18700,3,False,idp_only
120,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,5105,9866,2,False,idp_only
121,I,RAPTOR,,,,,,spatial_awareness,High,286,4075,1,False,idp_only
121,J,HyDE+Fusion,,,,,,spatial_awareness,High,6396,15841,3,False,idp_only
121,K,Corrective-RAG,,,,,,spatial_awareness,High,4765,16915,3,False,idp_only
122,I,RAPTOR,,,,,,spatial_awareness,High,318,4869,4,False,idp_only
122,J,HyDE+Fusion,,,,,,spatial_awareness,High,6247,9464,3,False,idp_only
122,K,Corrective-RAG,,,,,,spatial_awareness,High,4567,16368,5,False,idp_only
123,I,RAPTOR,,,,,,multi_hop_topological,Expert,341,3338,0,False,idp_only
123,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,7260,14594,4,False,idp_only
123,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4801,14419,4,False,idp_only
124,I,RAPTOR,,,,,,analytical_aggregation,Hard,273,6727,0,False,idp_only
124,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6608,19564,2,False,idp_only
124,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4462,9165,1,False,idp_only
125,I,RAPTOR,,,,,,spatial_awareness,High,212,11038,1,False,idp_only
125,J,HyDE+Fusion,,,,,,spatial_awareness,High,6079,15964,4,False,idp_only
125,K,Corrective-RAG,,,,,,spatial_awareness,High,1911,9594,1,False,idp_only
126,I,RAPTOR,,,,,,multi_hop_topological,Expert,242,6413,0,False,idp_only
126,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6181,10718,2,False,idp_only
126,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4913,14643,1,False,idp_only
127,I,RAPTOR,,,,,,analytical_aggregation,Hard,212,6665,0,False,idp_only
127,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5719,21250,2,False,idp_only
127,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4390,13428,3,False,idp_only
128,I,RAPTOR,,,,,,spatial_awareness,High,337,7141,1,False,idp_only
128,J,HyDE+Fusion,,,,,,spatial_awareness,High,6690,12427,5,False,idp_only
128,K,Corrective-RAG,,,,,,spatial_awareness,High,5291,12706,1,False,idp_only
129,I,RAPTOR,,,,,,analytical_aggregation,Hard,222,3362,0,False,idp_only
129,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6308,13512,4,False,idp_only
129,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4603,15732,1,False,idp_only
130,I,RAPTOR,,,,,,spatial_awareness,High,371,8537,1,False,idp_only
130,J,HyDE+Fusion,,,,,,spatial_awareness,High,5974,9883,4,False,idp_only
130,K,Corrective-RAG,,,,,,spatial_awareness,High,4597,18227,1,False,idp_only
131,I,RAPTOR,,,,,,analytical_aggregation,Hard,354,3423,0,False,idp_only
131,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5876,15998,3,False,idp_only
131,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4743,8209,3,False,idp_only
132,I,RAPTOR,,,,,,spatial_awareness,High,299,7788,1,False,idp_only
132,J,HyDE+Fusion,,,,,,spatial_awareness,High,6182,14664,4,False,idp_only
132,K,Corrective-RAG,,,,,,spatial_awareness,High,4154,10881,3,False,idp_only
133,I,RAPTOR,,,,,,spatial_awareness,High,297,4213,1,False,idp_only
133,J,HyDE+Fusion,,,,,,spatial_awareness,High,5944,9729,4,False,idp_only
133,K,Corrective-RAG,,,,,,spatial_awareness,High,4467,9416,3,False,idp_only
134,I,RAPTOR,,,,,,analytical_aggregation,Hard,292,7000,0,False,idp_only
134,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,9287,21882,3,False,idp_only
134,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4580,12387,3,False,idp_only
135,I,RAPTOR,,,,,,analytical_aggregation,Hard,330,6120,0,False,idp_only
135,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5840,16075,1,False,idp_only
135,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4371,15207,3,False,idp_only
136,I,RAPTOR,,,,,,spatial_awareness,High,238,11599,1,False,idp_only
136,J,HyDE+Fusion,,,,,,spatial_awareness,High,9901,21836,5,False,idp_only
136,K,Corrective-RAG,,,,,,spatial_awareness,High,4185,17095,2,False,idp_only
137,I,RAPTOR,,,,,,spatial_awareness,High,271,4463,1,False,idp_only
137,J,HyDE+Fusion,,,,,,spatial_awareness,High,6237,15864,4,False,idp_only
137,K,Corrective-RAG,,,,,,spatial_awareness,High,4757,14154,1,False,idp_only
138,I,RAPTOR,,,,,,multi_hop_topological,Expert,244,8387,0,False,idp_only
138,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6100,15155,1,False,idp_only
138,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4774,16076,1,False,idp_only
139,I,RAPTOR,,,,,,analytical_aggregation,Hard,225,6454,0,False,idp_only
139,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6562,14129,3,False,idp_only
139,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4552,8550,3,False,idp_only
140,I,RAPTOR,,,,,,multi_hop_topological,Expert,237,3844,0,False,idp_only
140,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5954,12366,3,False,idp_only
140,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4725,11105,1,False,idp_only
141,I,RAPTOR,,,,,,analytical_aggregation,Hard,238,7392,0,False,idp_only
141,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6208,11237,2,False,idp_only
141,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4876,18606,1,False,idp_only
142,I,RAPTOR,,,,,,multi_hop_topological,Expert,233,5712,0,False,idp_only
142,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5708,13491,2,False,idp_only
142,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4679,9447,1,False,idp_only
143,I,RAPTOR,,,,,,multi_hop_topological,Expert,241,3739,0,False,idp_only
143,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5966,14385,3,False,idp_only
143,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7374,12371,3,False,idp_only
144,I,RAPTOR,,,,,,analytical_aggregation,Hard,245,3793,0,False,idp_only
144,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5855,15898,3,False,idp_only
144,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4368,14371,1,False,idp_only
145,I,RAPTOR,,,,,,spatial_awareness,High,343,7161,1,False,idp_only
145,J,HyDE+Fusion,,,,,,spatial_awareness,High,10990,24709,4,False,idp_only
145,K,Corrective-RAG,,,,,,spatial_awareness,High,4805,10955,3,False,idp_only
146,I,RAPTOR,,,,,,spatial_awareness,High,244,11235,1,False,idp_only
146,J,HyDE+Fusion,,,,,,spatial_awareness,High,5983,12802,4,False,idp_only
146,K,Corrective-RAG,,,,,,spatial_awareness,High,4835,12663,3,False,idp_only
147,I,RAPTOR,,,,,,spatial_awareness,High,239,4368,1,False,idp_only
147,J,HyDE+Fusion,,,,,,spatial_awareness,High,5752,10266,2,False,idp_only
147,K,Corrective-RAG,,,,,,spatial_awareness,High,5058,10526,2,False,idp_only
148,I,RAPTOR,,,,,,spatial_awareness,High,293,11683,5,False,idp_only
148,J,HyDE+Fusion,,,,,,spatial_awareness,High,5567,10897,2,False,idp_only
148,K,Corrective-RAG,,,,,,spatial_awareness,High,4424,14178,5,False,idp_only
149,I,RAPTOR,,,,,,spatial_awareness,High,280,12435,2,False,idp_only
149,J,HyDE+Fusion,,,,,,spatial_awareness,High,6570,11238,2,False,idp_only
149,K,Corrective-RAG,,,,,,spatial_awareness,High,4614,17196,3,False,idp_only
150,I,RAPTOR,,,,,,multi_hop_topological,Expert,249,3500,0,False,idp_only
150,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6708,17186,1,False,idp_only
150,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4711,15185,1,False,idp_only
151,I,RAPTOR,,,,,,spatial_awareness,High,241,4920,1,False,idp_only
151,J,HyDE+Fusion,,,,,,spatial_awareness,High,9597,22707,4,False,idp_only
151,K,Corrective-RAG,,,,,,spatial_awareness,High,4265,14157,3,False,idp_only
152,I,RAPTOR,,,,,,multi_hop_topological,Expert,258,10585,0,False,idp_only
152,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,12383,17311,3,False,idp_only
152,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4946,10483,1,False,idp_only
153,I,RAPTOR,,,,,,spatial_awareness,High,223,8024,1,False,idp_only
153,J,HyDE+Fusion,,,,,,spatial_awareness,High,5439,13418,5,False,idp_only
153,K,Corrective-RAG,,,,,,spatial_awareness,High,6286,14145,2,False,idp_only
154,I,RAPTOR,,,,,,spatial_awareness,High,291,7854,1,False,idp_only
154,J,HyDE+Fusion,,,,,,spatial_awareness,High,6082,13446,2,False,idp_only
154,K,Corrective-RAG,,,,,,spatial_awareness,High,7558,11534,3,False,idp_only
155,I,RAPTOR,,,,,,analytical_aggregation,Hard,213,3176,0,False,idp_only
155,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6456,17749,3,False,idp_only
155,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4390,16793,3,False,idp_only
156,I,RAPTOR,,,,,,analytical_aggregation,Hard,224,3374,0,False,idp_only
156,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6248,10440,2,False,idp_only
156,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,7114,19625,3,False,idp_only
157,I,RAPTOR,,,,,,multi_hop_topological,Expert,218,3546,0,False,idp_only
157,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5737,18895,5,False,idp_only
157,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,5234,19635,4,False,idp_only
158,I,RAPTOR,,,,,,spatial_awareness,High,313,5027,1,False,idp_only
158,J,HyDE+Fusion,,,,,,spatial_awareness,High,5850,16256,3,False,idp_only
158,K,Corrective-RAG,,,,,,spatial_awareness,High,4403,8232,2,False,idp_only
159,I,RAPTOR,,,,,,multi_hop_topological,Expert,263,9563,0,False,idp_only
159,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6012,13888,2,False,idp_only
159,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,5000,9388,2,False,idp_only
160,I,RAPTOR,,,,,,spatial_awareness,High,223,4560,1,False,idp_only
160,J,HyDE+Fusion,,,,,,spatial_awareness,High,6620,15601,3,False,idp_only
160,K,Corrective-RAG,,,,,,spatial_awareness,High,4165,15021,3,False,idp_only
161,I,RAPTOR,,,,,,multi_hop_topological,Expert,217,3654,0,False,idp_only
161,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,9396,20411,1,False,idp_only
161,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7364,17725,3,False,idp_only
162,I,RAPTOR,,,,,,multi_hop_topological,Expert,227,3988,0,False,idp_only
162,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6970,18502,3,False,idp_only
162,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4538,18853,1,False,idp_only
163,I,RAPTOR,,,,,,multi_hop_topological,Expert,266,10240,0,False,idp_only
163,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,8922,19449,3,False,idp_only
163,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4408,10697,4,False,idp_only
164,I,RAPTOR,,,,,,analytical_aggregation,Hard,219,7031,0,False,idp_only
164,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6823,16286,2,False,idp_only
164,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4539,12420,3,False,idp_only
165,I,RAPTOR,,,,,,multi_hop_topological,Expert,310,3461,0,False,idp_only
165,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6059,14365,4,False,idp_only
165,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7756,18140,3,False,idp_only
166,I,RAPTOR,,,,,,analytical_aggregation,Hard,246,3349,0,False,idp_only
166,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6131,12526,1,False,idp_only
166,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4468,12843,3,False,idp_only
167,I,RAPTOR,,,,,,multi_hop_topological,Expert,262,6652,0,False,idp_only
167,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6239,13946,3,False,idp_only
167,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7455,17343,3,False,idp_only
168,I,RAPTOR,,,,,,analytical_aggregation,Hard,263,6770,0,False,idp_only
168,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6301,17395,3,False,idp_only
168,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4436,17514,3,False,idp_only
169,I,RAPTOR,,,,,,spatial_awareness,High,321,4435,1,False,idp_only
169,J,HyDE+Fusion,,,,,,spatial_awareness,High,7154,17628,3,False,idp_only
169,K,Corrective-RAG,,,,,,spatial_awareness,High,2147,6312,1,False,idp_only
170,I,RAPTOR,,,,,,multi_hop_topological,Expert,237,7277,0,False,idp_only
170,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6138,18719,1,False,idp_only
170,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4741,12598,2,False,idp_only
171,I,RAPTOR,,,,,,multi_hop_topological,Expert,225,6343,0,False,idp_only
171,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,9545,14783,3,False,idp_only
171,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7541,15575,1,False,idp_only
172,I,RAPTOR,,,,,,multi_hop_topological,Expert,227,4520,0,False,idp_only
172,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,8067,16735,3,False,idp_only
172,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4745,9291,4,False,idp_only
173,I,RAPTOR,,,,,,multi_hop_topological,Expert,236,3362,0,False,idp_only
173,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6116,17854,3,False,idp_only
173,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4579,15070,5,False,idp_only
174,I,RAPTOR,,,,,,spatial_awareness,High,329,4730,1,False,idp_only
174,J,HyDE+Fusion,,,,,,spatial_awareness,High,5395,9018,2,False,idp_only
174,K,Corrective-RAG,,,,,,spatial_awareness,High,3923,12070,3,False,idp_only
175,I,RAPTOR,,,,,,spatial_awareness,High,224,8171,1,False,idp_only
175,J,HyDE+Fusion,,,,,,spatial_awareness,High,5864,13443,4,False,idp_only
175,K,Corrective-RAG,,,,,,spatial_awareness,High,5895,9602,2,False,idp_only
176,I,RAPTOR,,,,,,analytical_aggregation,Hard,279,7026,0,False,idp_only
176,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5466,12560,3,False,idp_only
176,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4719,9436,1,False,idp_only
177,I,RAPTOR,,,,,,analytical_aggregation,Hard,228,6510,0,False,idp_only
177,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5713,11868,3,False,idp_only
177,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,11285,17212,3,False,idp_only
178,I,RAPTOR,,,,,,analytical_aggregation,Hard,244,3911,0,False,idp_only
178,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6295,17339,3,False,idp_only
178,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,8390,12434,3,False,idp_only
179,I,RAPTOR,,,,,,multi_hop_topological,Expert,312,3962,0,False,idp_only
179,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5655,17535,4,False,idp_only
179,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4296,14656,4,False,idp_only
180,I,RAPTOR,,,,,,multi_hop_topological,Expert,328,8296,0,False,idp_only
180,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6278,17291,3,False,idp_only
180,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4472,11307,1,False,idp_only
181,I,RAPTOR,,,,,,spatial_awareness,High,356,4392,1,False,idp_only
181,J,HyDE+Fusion,,,,,,spatial_awareness,High,6311,14809,3,False,idp_only
181,K,Corrective-RAG,,,,,,spatial_awareness,High,7830,11310,3,False,idp_only
182,I,RAPTOR,,,,,,spatial_awareness,High,260,9480,1,False,idp_only
182,J,HyDE+Fusion,,,,,,spatial_awareness,High,5717,9694,3,False,idp_only
182,K,Corrective-RAG,,,,,,spatial_awareness,High,4669,8865,1,False,idp_only
183,I,RAPTOR,,,,,,spatial_awareness,High,236,4221,1,False,idp_only
183,J,HyDE+Fusion,,,,,,spatial_awareness,High,8887,17000,5,False,idp_only
183,K,Corrective-RAG,,,,,,spatial_awareness,High,4924,9208,2,False,idp_only
184,I,RAPTOR,,,,,,multi_hop_topological,Expert,233,3877,0,False,idp_only
184,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6286,16632,1,False,idp_only
184,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4469,9273,1,False,idp_only
185,I,RAPTOR,,,,,,spatial_awareness,High,228,4625,1,False,idp_only
185,J,HyDE+Fusion,,,,,,spatial_awareness,High,5983,16620,4,False,idp_only
185,K,Corrective-RAG,,,,,,spatial_awareness,High,3942,14021,1,False,idp_only
186,I,RAPTOR,,,,,,analytical_aggregation,Hard,239,8554,0,False,idp_only
186,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5961,12311,2,False,idp_only
186,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4897,15927,1,False,idp_only
187,I,RAPTOR,,,,,,multi_hop_topological,Expert,216,7233,0,False,idp_only
187,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5476,15403,3,False,idp_only
187,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,7454,14409,5,False,idp_only
188,I,RAPTOR,,,,,,multi_hop_topological,Expert,239,9906,0,False,idp_only
188,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6088,9780,2,False,idp_only
188,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,6002,17870,3,False,idp_only
189,I,RAPTOR,,,,,,multi_hop_topological,Expert,230,7117,0,False,idp_only
189,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,6136,13202,3,False,idp_only
189,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4392,9207,3,False,idp_only
190,I,RAPTOR,,,,,,spatial_awareness,High,236,11349,1,False,idp_only
190,J,HyDE+Fusion,,,,,,spatial_awareness,High,5724,9150,4,False,idp_only
190,K,Corrective-RAG,,,,,,spatial_awareness,High,4468,12229,3,False,idp_only
191,I,RAPTOR,,,,,,multi_hop_topological,Expert,212,7614,0,False,idp_only
191,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5870,10959,4,False,idp_only
191,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,5985,16247,2,False,idp_only
192,I,RAPTOR,,,,,,analytical_aggregation,Hard,272,6623,0,False,idp_only
192,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5519,9671,2,False,idp_only
192,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4670,16518,4,False,idp_only
193,I,RAPTOR,,,,,,analytical_aggregation,Hard,285,6679,0,False,idp_only
193,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5803,9675,3,False,idp_only
193,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4897,14821,1,False,idp_only
194,I,RAPTOR,,,,,,multi_hop_topological,Expert,256,4038,0,False,idp_only
194,J,HyDE+Fusion,,,,,,multi_hop_topological,Expert,5982,15241,1,False,idp_only
194,K,Corrective-RAG,,,,,,multi_hop_topological,Expert,4742,10920,3,False,idp_only
195,I,RAPTOR,,,,,,spatial_awareness,High,467,12157,1,False,idp_only
195,J,HyDE+Fusion,,,,,,spatial_awareness,High,8971,19403,2,False,idp_only
195,K,Corrective-RAG,,,,,,spatial_awareness,High,4762,17468,1,False,idp_only
196,I,RAPTOR,,,,,,analytical_aggregation,Hard,322,6003,0,False,idp_only
196,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,9325,18053,1,False,idp_only
196,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,7496,12832,1,False,idp_only
197,I,RAPTOR,,,,,,analytical_aggregation,Hard,230,7405,0,False,idp_only
197,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,5881,10652,4,False,idp_only
197,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,11272,14730,3,False,idp_only
198,I,RAPTOR,,,,,,analytical_aggregation,Hard,243,3071,0,False,idp_only
198,J,HyDE+Fusion,,,,,,analytical_aggregation,Hard,6208,10557,2,False,idp_only
198,K,Corrective-RAG,,,,,,analytical_aggregation,Hard,4436,15533,3,False,idp_only
199,I,RAPTOR,,,,,,spatial_awareness,High,253,8928,2,False,idp_only
199,J,HyDE+Fusion,,,,,,spatial_awareness,High,8816,18080,2,False,idp_only
199,K,Corrective-RAG,,,,,,spatial_awareness,High,1921,9547,4,False,idp_only
