q_id,group,score,accuracy,reasoning,tokens,latency_ms,retrieval_ms,type,difficulty,bim_insight,hallucination,expanded_from_seed,context_is_iap,truncated,prompt_mode
150,F,2,1,1,2158,7761,1365,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
151,E,3,2,1,1276,6561,515,spatial_awareness,High,False,True,False,False,False,appendix_c
151,F,0,0,0,1368,6692,545,spatial_awareness,High,False,True,False,False,False,appendix_c
152,E,4,2,2,1646,6866,403,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
152,F,4,2,2,1961,13802,391,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
153,E,4,2,1,1234,12020,399,spatial_awareness,High,False,True,False,False,False,appendix_c
153,F,1,0,1,1384,7329,342,spatial_awareness,High,False,True,False,False,False,appendix_c
154,E,2,1,1,1245,12661,389,spatial_awareness,High,False,True,False,False,False,appendix_c
154,F,2,1,1,1336,6882,379,spatial_awareness,High,False,True,False,False,False,appendix_c
155,E,3,2,1,1505,13047,454,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
155,F,5,3,2,1846,11901,472,analytical_aggregation,Hard,False,False,True,False,False,appendix_c
156,E,3,2,1,1598,14730,373,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
156,F,6,4,2,1811,11199,437,analytical_aggregation,Hard,False,False,True,False,False,appendix_c
157,E,6,3,2,1563,20675,7504,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
157,F,1,0,1,1593,42692,7197,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
158,E,0,0,0,965,20266,6324,spatial_awareness,High,False,True,False,False,False,appendix_c
158,F,8,5,3,1266,16874,3830,spatial_awareness,High,False,False,False,False,False,appendix_c
159,E,3,2,1,1639,14849,1502,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
159,F,6,4,2,1924,13460,1002,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
160,E,2,1,1,1273,6726,491,spatial_awareness,High,False,True,False,False,False,appendix_c
160,F,0,0,0,1367,6437,308,spatial_awareness,High,False,True,False,False,False,appendix_c
161,E,1,0,1,1769,7805,759,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
161,F,1,1,0,1928,12754,430,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
162,E,1,0,1,1723,7913,610,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
162,F,1,1,0,1885,11154,325,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
163,E,1,1,0,1656,6511,428,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
163,F,4,2,2,2180,14315,338,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
164,E,3,2,1,1710,6684,457,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
164,F,1,0,1,1577,12276,340,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
165,E,2,1,1,1787,7081,360,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
165,F,4,2,2,1913,13869,321,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
166,E,2,2,0,1730,13639,345,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
166,F,6,3,2,2150,10257,356,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
167,E,3,2,1,1477,15511,300,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
167,F,6,4,2,1660,16460,304,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
168,E,2,1,1,1565,6081,465,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
168,F,7,4,3,1672,5680,316,analytical_aggregation,Hard,False,False,True,False,False,appendix_c
169,E,7,4,3,1046,13572,417,spatial_awareness,High,False,False,False,False,False,appendix_c
169,F,1,0,1,1396,6820,325,spatial_awareness,High,False,True,False,False,False,appendix_c
170,E,4,2,2,1748,6421,355,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
170,F,3,2,1,1913,13413,508,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
171,E,1,0,1,1690,6892,291,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
171,F,1,1,0,2090,13933,565,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
172,E,1,0,1,1639,6544,421,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
172,F,8,4,3,2135,13079,325,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
173,E,2,1,1,1650,6856,322,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
173,F,1,1,0,1947,13419,294,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
174,E,1,0,1,1235,7812,336,spatial_awareness,High,False,True,False,False,False,appendix_c
174,F,1,0,1,1389,6463,323,spatial_awareness,High,False,True,False,False,False,appendix_c
175,E,1,1,0,1161,12134,314,spatial_awareness,High,False,True,False,False,False,appendix_c
175,F,3,2,1,1276,11590,338,spatial_awareness,High,False,True,False,False,False,appendix_c
176,E,4,2,1,1572,5549,293,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
176,F,3,2,1,1777,5908,358,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
177,E,3,2,1,1621,7144,337,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
177,F,1,1,0,1748,5293,305,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
178,E,3,2,1,1606,6704,445,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
178,F,1,0,1,1929,13488,333,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
179,E,1,0,1,1646,6801,324,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
179,F,1,1,0,2027,11109,308,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
180,E,1,1,0,1290,14589,315,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
180,F,7,4,2,2141,13067,317,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
181,E,1,1,0,1237,11874,420,spatial_awareness,High,False,True,False,False,False,appendix_c
181,F,1,0,1,1336,11249,319,spatial_awareness,High,False,True,False,False,False,appendix_c
182,E,3,2,1,1281,14404,341,spatial_awareness,High,False,True,False,False,False,appendix_c
182,F,0,0,0,960,15240,319,spatial_awareness,High,False,True,False,False,False,appendix_c
183,E,1,1,0,1211,14117,361,spatial_awareness,High,False,True,False,False,False,appendix_c
183,F,1,0,1,1425,7086,302,spatial_awareness,High,False,True,False,False,False,appendix_c
184,E,3,2,1,1615,7719,445,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
184,F,1,0,1,1985,13509,452,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
185,E,3,2,1,1369,12960,366,spatial_awareness,High,False,True,False,False,False,appendix_c
185,F,1,0,1,1400,6923,328,spatial_awareness,High,False,True,False,False,False,appendix_c
186,E,2,1,1,1449,10493,343,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
186,F,2,1,1,1351,10360,437,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
187,E,3,1,1,1754,7672,363,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
187,F,4,3,1,1947,12713,341,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
188,E,10,5,3,1505,14655,457,multi_hop_topological,Expert,True,False,False,False,False,appendix_c
188,F,0,0,0,1935,10942,349,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
189,E,3,2,1,1685,8275,373,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
189,F,1,0,1,2114,14314,337,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
190,E,2,1,1,1278,6586,329,spatial_awareness,High,False,True,False,False,False,appendix_c
190,F,9,5,3,1127,38088,369,spatial_awareness,High,True,False,True,False,False,appendix_c
191,E,4,2,1,1231,39567,343,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
191,F,7,4,2,1945,7483,588,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
192,E,3,2,1,1611,5896,326,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
192,F,1,0,1,1866,13512,325,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
193,E,2,1,1,1448,11525,341,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
193,F,9,5,3,1304,8954,668,analytical_aggregation,Hard,False,False,True,False,False,appendix_c
194,E,3,2,1,1670,7862,545,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
194,F,8,5,2,2192,14743,917,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
195,E,3,2,1,1174,10412,361,spatial_awareness,High,False,True,False,False,False,appendix_c
195,F,1,0,1,1344,6102,401,spatial_awareness,High,False,True,False,False,False,appendix_c
196,E,4,3,1,1758,6314,404,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
196,F,1,0,1,1865,6097,472,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
197,E,3,2,1,1640,7496,340,analytical_aggregation,Hard,True,True,False,False,False,appendix_c
197,F,1,0,1,1969,16718,1572,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
198,E,3,2,1,1580,11123,504,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
198,F,1,0,1,1847,6089,327,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
199,E,2,1,1,1260,13649,418,spatial_awareness,High,False,True,False,False,False,appendix_c
199,F,2,1,1,2090,8234,361,spatial_awareness,High,False,True,True,False,False,appendix_c
